ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wpm_gtin_code,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
1205,variation,3TCB-22-10-450-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.9375,,,,0,,,6.5700,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"4-1/2""",,0
1206,variation,3TCB-22-10-400-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.90625,,,,0,,,6.2000,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"4""",,0
1207,variation,3TCB-22-10-500-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.999375,,,,0,,,6.9000,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"5""",,0
1208,variation,3TCB-22-10-425-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.9375,,,,0,,,6.2400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"4-1/4""",,0
1209,variation,3TCB-22-10-475-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.999375,,,,0,,,5.7400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"4-3/4""",,0
1210,variation,3TCB-22-10-375-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.875,,,,0,,,6.0600,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"3-3/4""",,0
1211,variation,3TCB-22-10-550-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.03125,,,,0,,,8.0100,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"5-1/2""",,0
1212,variation,3TCB-22-10-325-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.796875,,,,0,,,5.7100,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"1""",,0,Length,"3-1/4""",,0
1213,variation,3TCBG-18-34-275-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.755,,,,0,,,2.4800,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"2-3/4""",,0
1214,variation,3TCBG-18-34-250-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.755,,,,0,,,2.4600,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"2-1/2""",,0
1215,variation,3TCBG-18-34-200-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.655,,,,0,,,2.2600,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"2""",,0
1216,variation,3TCBG-18-34-325-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.795,,,,0,,,2.6700,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"3-1/4""",,0
1217,variation,3TCBG-18-34-375-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.9,,,,0,,,2.8600,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"3-3/4""",,0
1218,variation,3TCBG-18-34-300-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.785,,,,0,,,2.6500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"3""",,0
1219,variation,3TCBG-18-34-350-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.81,,,,0,,,2.7700,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"3-1/2""",,0
1220,variation,3TCBG-18-34-425-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.025,,,,0,,,3.0500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"4-1/4""",,0
1221,variation,3TCBG-18-34-400-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.9,,,,0,,,2.9500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"4""",,0
1222,variation,3TCBG-18-34-450-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.025,,,,0,,,3.1400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"4-1/2""",,0
1223,variation,3TCBG-18-34-500-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.025,,,,0,,,3.3400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"5""",,0
1224,variation,3TCBG-18-34-475-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.025,,,,0,,,3.2400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"4-3/4""",,0
1225,variation,3TCBG-18-34-550-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.09,,,,0,,,3.5300,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"5-1/2""",,0
1226,variation,3TCBG-20-78-200-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.625,,,,0,,,3.1900,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"2""",,0
1227,variation,3TCBG-20-78-350-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.8125,,,,0,,,3.9600,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"3-1/2""",,0
1228,variation,3TCBG-20-78-275-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.71875,,,,0,,,3.5700,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"2-3/4""",,0
1229,variation,3TCBG-20-78-225-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.625,,,,0,,,3.3200,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"2-1/4""",,0
1230,variation,3TCBG-20-78-250-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.6875,,,,0,,,3.4500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"2-1/2""",,0
1231,variation,3TCBG-20-78-300-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.75,,,,0,,,3.7000,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"3""",,0
1232,variation,3TCBG-20-78-400-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.875,,,,0,,,4.2200,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"4""",,0
1233,variation,3TCBG-20-78-375-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.84375,,,,0,,,4.0900,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"3-3/4""",,0
1234,variation,3TCBG-20-78-425-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.90625,,,,0,,,4.3500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"4-1/4""",,0
1235,variation,3TCBG-20-78-475-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.96875,,,,0,,,4.6300,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"4-3/4""",,0
1236,variation,3TCBG-20-78-450-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.9375,,,,0,,,4.4800,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"4-1/2""",,0
1237,variation,3TCBG-20-78-325-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.8125,,,,0,,,3.8300,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"3-1/4""",,0
1238,variation,3TCBG-20-78-550-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.03125,,,,0,,,4.9800,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"5-1/2""",,0
1239,variation,3TCBG-20-78-500-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.999375,,,,0,,,4.7400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"7/8""",,0,Length,"5""",,0
1240,variation,3TCBG-22-10-225-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.65625,,,,0,,,4.5600,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"2-1/4""",,0
1241,variation,3TCBG-22-10-200-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.65625,,,,0,,,4.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"2""",,0
1242,variation,3TCBG-22-10-275-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.71875,,,,0,,,4.9100,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"2-3/4""",,0
1243,variation,3TCBG-22-10-250-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.6875,,,,0,,,4.7400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"2-1/2""",,0
1244,variation,3TCBG-22-10-350-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.84375,,,,0,,,5.4300,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"3-1/2""",,0
1245,variation,3TCBG-22-10-300-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.78125,,,,0,,,5.0800,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"3""",,0
1246,variation,3TCBG-22-10-375-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.875,,,,0,,,5.5900,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"3-3/4""",,0
1247,variation,3TCBG-22-10-400-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.90625,,,,0,,,5.7700,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"4""",,0
1248,variation,3TCBG-22-10-450-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.9375,,,,0,,,6.1100,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"4-1/2""",,0
1249,variation,3TCB-16-58-175-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.59,,,,0,,,1.1500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"5/8""",,0,Length,"1-3/4""",,0
1250,variation,3TCBG-22-10-325-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.796875,,,,0,,,5.2500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"3-1/4""",,0
1251,variation,3TCBG-22-10-550-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.03125,,,,0,,,6.7900,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"5-1/2""",,0
1252,variation,3TCBG-22-10-475-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.999375,,,,0,,,6.2800,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"4-3/4""",,0
1253,variation,3TCBG-22-10-425-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.9375,,,,0,,,5.9400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"4-1/4""",,0
1254,variation,3TCBG-22-10-500-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.999375,,,,0,,,6.4500,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"1""",,0,Length,"5""",,0
1255,variation,3TCB-18-34-550-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1.09,,,,0,,,3.5200,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"5-1/2""",,0
1256,variation,3TCBG-18-34-225-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.665,,,,0,,,2.3600,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Hot Dipped Galvanized,,0,Diameter,"3/4""",,0,Length,"2-1/4""",,0
1257,variation,3TCB-20-78-325-USA,A325 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.75,,,,0,,,3.7400,,,,http://localhost:8000/wp-content/uploads/2019/10/A325TensionControlBoltAssembly.jpg,,,A325 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"7/8""",,0,Length,"3-1/4""",,0
1258,variation,4TCB-18-34-400-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.971875,,,,0,,,4.9700,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"4""",,0
1259,variation,4TCB-18-34-275-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.846875,,,,0,,,3.9800,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"2-3/4""",,0
1260,variation,4TCB-18-34-250-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.805,,,,0,,,3.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"2-1/2""",,0
1261,variation,4TCB-18-34-350-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.90625,,,,0,,,4.6200,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"3-1/2""",,0
1262,variation,4TCB-18-34-375-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.93,,,,0,,,4.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"3-3/4""",,0
1263,variation,4TCB-18-34-300-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.859375,,,,0,,,4.2400,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"3""",,0
1264,variation,4TCB-18-34-325-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.875,,,,0,,,4.5300,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"3/4""",,0,Length,"3-1/4""",,0
1265,variation,4TCB-20-78-200-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.65625,,,,0,,,5.8500,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"7/8""",,0,Length,"2""",,0
1266,variation,4TCB-20-78-225-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.65625,,,,0,,,5.8300,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"7/8""",,0,Length,"2-1/4""",,0
1267,variation,4TCB-20-78-250-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.71875,,,,0,,,6.4200,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"7/8""",,0,Length,"2-1/2""",,0
1268,variation,4TCB-20-78-300-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.78125,,,,0,,,6.9600,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"7/8""",,0,Length,"3""",,0
1269,variation,4TCB-20-78-275-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.75,,,,0,,,6.8700,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"7/8""",,0,Length,"2-3/4""",,0
1270,variation,4TCB-20-78-400-USA,A490 Tension Control Bolt Assembly,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.90625,,,,0,,,7.5400,,,,http://localhost:8000/wp-content/uploads/2019/10/A490TensionControlBoltAssembly.jpg,,,A490 Tension Control Bolt Assembly,,,,,,0,,Finish,Plain,,0,Diameter,"7/8""",,0,Length,"4""",,0
